Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Review_Text,Membership_Duration,Purchase_Frequency,Satisfaction_Rating,Income_to_Spending_Ratio,Age_Group,Is_High_Spender,Income_Category,Purchase_Intensity,Engagement_Score,Customer_Segment,City_Tier,Review_Length,Positive_Feedback,Avg_Spend_per_Visit,Loyalty_Index,Has_Long_Membership,Digital_Engagement,Churn(target)
998,39,Male,100021,96,Kolkata,Excellent,6,5,3,1031.14433,Adult,1,High,,4.359962732,,Tier 2,9,1,7181.760067,9.637095107,,0.373062147,0
1003,69,Other,155654,9,,Not satisfied,3,7,5,15565.4,Senior,0,Very High,6.3,5.49355061,A,Tier 2,13,1,169.4825432,2.338608998,0,0.357413519,0
1004,62,Other,62317,37,Kolkata,Could be better,3,12,5,1639.921053,Senior,0,Medium,,3.333053756,B,,15,,2366.367732,6.336635099,0,0.814383108,1
1007,53,Female,63162,,Delhi,Excellent,8,,,2526.48,Middle-Aged,0,Medium,31.2,4.793189036,C,Tier 1,,1,914.0777195,1.649994155,1,0.8223657,0
1008,57,Other,44398,86,Bangalore,Very bad,3,5,2,510.3218391,Middle-Aged,1,Low,43,2.353275013,B,Tier 2,8,0,5049.856422,1.556371387,,0.485719794,0
1009,25,Other,54409,,Kolkata,,2,8,4,697.5512821,Youth,1,Medium,61.6,9.366987397,D,Tier 3,8,0,5409.52662,7.150111976,0,0.750951016,0
1010,37,Female,46028,16,Mumbai,Not satisfied,8,4,4,2707.529412,Adult,0,Low,6.4,4.180731081,A,Tier 2,,1,1182.255709,9.121959965,1,0.16946176,0
1012,42,Male,49709,70,Kolkata,Excellent,6,2,2,700.1267606,,0,Low,14,2.37776337,A,Tier 3,9,1,6818.823547,6.088651826,1,0.81537787,0
1013,51,Male,188065,57,Chennai,Loved it,7,13,5,3242.5,Middle-Aged,0,Very High,74.1,4.229904592,B,Tier 1,8,1,4276.507629,4.811388505,1,0.884207257,0
1014,,Female,101110,7,Bangalore,Excellent,1,17,1,12638.75,Adult,0,High,11.9,9.024159529,A,Tier 1,9,1,107.1868278,9.974233138,0,0.662698538,1
1015,47,Female,190797,73,Chennai,Not satisfied,8,5,2,2578.337838,Middle-Aged,1,Very High,36.5,9.762835295,C,Tier 1,13,1,801.9242461,8.539064367,1,0.945192419,1
1016,28,Other,190635,,Chennai,Very bad,2,9,1,5776.818182,Adult,0,Very High,28.8,8.737334994,C,Tier 1,8,,2991.926253,3.536936481,0,,0
1017,31,Female,174546,49,Kolkata,Loved it,5,19,,3490.92,Adult,,Very High,93.1,8.377646868,D,Tier 1,8,1,1808.981243,9.555651343,0,0.348378944,0
1018,37,Male,140494,24,Kolkata,Good product,2,19,1,5619.76,Adult,0,High,,1.322761586,D,Tier 3,12,,1437.982244,2.594085361,,0.794179965,0
1020,27,Female,170056,29,Delhi,Loved it,,12,4,5668.533333,Adult,0,Very High,34.8,1.548745476,C,,8,,1097.536872,6.862225645,0,0.803321127,0
1021,60,Other,41029,37,Chennai,Good product,2,14,4,1079.710526,Middle-Aged,0,Low,51.8,3.660109646,A,Tier 1,12,1,1903.586951,8.266977897,0,0.545462901,0
1022,35,Female,30785,23,Kolkata,Good product,7,15,4,1282.708333,Adult,0,Low,34.5,9.604071321,B,Tier 3,12,,1776.079554,5.074899484,1,0.779912579,0
1023,64,,95361,12,Bangalore,Good product,3,4,,7335.461538,Senior,0,Medium,4.8,3.382770116,,Tier 3,12,1,380.3044496,2.911765978,0,0.41073332,0
1025,49,Female,93948,33,Chennai,Loved it,4,9,4,2763.176471,Middle-Aged,,Medium,29.7,4.995991187,B,Tier 2,,1,2939.912685,4.25047062,0,0.667686686,0
1026,62,,184870,62,Mumbai,Not satisfied,1,16,4,2934.444444,Senior,0,Very High,99.2,9.187386989,A,Tier 1,13,0,3164.849448,6.120549737,0,0.840923261,1
1027,56,Other,162339,91,Delhi,Very bad,5,10,5,1764.554348,Middle-Aged,1,Very High,91,7.34524386,D,Tier 3,8,0,5140.637264,5.727332024,0,0.085317824,1
1029,,Female,166653,34,Mumbai,Not satisfied,5,11,1,4761.514286,Youth,0,Very High,37.4,2.705108078,D,Tier 1,13,1,1277.14849,,0,0.509152538,0
1031,68,Other,48481,21,Bangalore,Very bad,7,14,1,2203.681818,,0,Low,29.4,3.447411051,B,Tier 1,8,,437.9079485,6.516527755,1,0.094359908,1
1032,33,Other,111186,10,Delhi,Average quality,7,7,5,10107.81818,Adult,0,High,7,2.436782671,A,Tier 1,15,1,144.6709186,1.53582459,1,0.189430197,0
1033,25,Male,87334,48,Mumbai,Excellent,1,8,1,1782.326531,Youth,0,Medium,38.4,,A,Tier 1,9,1,1572.321806,2.773873132,0,0.663460098,0
1036,46,Female,97360,15,Mumbai,Average quality,9,16,2,6085,Middle-Aged,0,Medium,24,8.150552631,C,Tier 2,15,1,200.3127757,2.864592347,1,,0
1039,37,Male,,,Mumbai,Could be better,4,6,1,11033.5,Adult,0,Very High,9,4.210810113,B,Tier 3,15,0,854.0830942,6.798743566,0,0.038316566,0
1040,,Female,167193,1,Kolkata,Excellent,8,2,4,83596.5,Adult,0,,0.2,9.83398994,C,Tier 2,9,1,21.97884419,3.962989549,1,0.282797283,0
1041,62,Male,73693,88,Bangalore,Could be better,2,6,4,828.011236,Senior,1,Medium,52.8,,,Tier 2,15,1,8582.659067,9.615570481,0,0.967947402,0
1043,28,Other,162226,41,Bangalore,Excellent,5,5,5,3862.52381,Adult,0,Very High,20.5,4.560404274,C,Tier 3,9,0,2889.817927,2.299807776,0,0.98584445,0
1044,50,Female,137595,9,,Average quality,2,18,2,13759.5,Middle-Aged,0,High,16.2,3.760275433,B,Tier 3,15,1,838.4864254,,0,0.137894983,0
1045,67,Other,187516,33,Delhi,Loved it,5,17,1,5515.176471,Senior,0,Very High,56.1,3.466186457,A,Tier 2,8,1,864.0522428,3.827310536,0,0.792476848,0
1046,50,Female,171100,75,,Average quality,7,17,2,2251.315789,Middle-Aged,1,Very High,,7.154407247,A,Tier 3,15,0,1302.584727,3.624597004,1,0.506967562,0
1047,48,,,69,Bangalore,Not satisfied,1,6,3,719.6142857,Middle-Aged,0,,41.4,1.300475644,C,Tier 2,13,,3366.084263,4.804363203,,0.378291552,0
1049,,Other,23326,67,Bangalore,Average quality,8,9,5,343.0294118,Youth,0,Low,60.3,8.637478812,B,Tier 3,15,0,5277.443301,9.017662486,1,0.30353621,1
1050,51,Female,62982,15,Chennai,Good product,8,1,4,3936.375,Middle-Aged,0,,1.5,5.574267727,A,Tier 2,12,1,906.7270939,6.777564138,1,0.020688683,0
1051,65,,75568,87,Chennai,Not satisfied,2,,5,858.7272727,Senior,1,Medium,139.2,2.366977618,A,Tier 1,13,1,4723.159487,2.67625166,0,0.968925783,0
1052,60,Male,191277,25,Bangalore,,4,7,3,7356.807692,Middle-Aged,0,Very High,17.5,7.294573967,C,Tier 1,15,0,766.4489894,6.165859783,0,0.064051557,1
1053,20,Other,34650,48,Mumbai,Very bad,6,9,1,707.1428571,,0,Low,43.2,8.371288188,B,Tier 3,8,1,4137.792048,4.478037926,1,0.71403757,0
1055,46,Male,169777,,Delhi,Excellent,7,5,3,2652.765625,Middle-Aged,0,Very High,31.5,3.573646115,A,Tier 3,9,1,4676.5213,1.808370461,1,0.647054055,1
1057,66,Male,50480,97,Mumbai,Not satisfied,1,,5,515.1020408,Senior,1,Medium,9.7,2.630008446,D,Tier 3,13,1,6139.907571,1.295530126,0,0.077823619,0
1060,,Male,71796,88,Delhi,Good product,4,15,2,806.6966292,Middle-Aged,1,Medium,132,7.078491318,B,Tier 1,12,0,8621.170159,5.886247149,0,0.10707385,1
1061,59,Male,39782,56,Mumbai,Excellent,5,6,5,697.9298246,Middle-Aged,,Low,33.6,2.479593747,A,Tier 1,9,1,,1.983586942,0,0.469683853,1
1063,,Other,74675,62,Bangalore,Loved it,8,19,3,1185.31746,Middle-Aged,0,Medium,117.8,7.757475626,A,Tier 2,8,1,3636.54078,6.453647267,1,0.039902343,1
1064,55,Other,194405,33,Kolkata,Very bad,3,11,,,Middle-Aged,0,Very High,36.3,3.414979586,,Tier 1,8,0,3295.298382,5.664831759,0,0.347626609,0
1065,29,Male,195138,67,Bangalore,Excellent,9,3,4,2869.676471,Adult,,Very High,20.1,8.250161075,B,Tier 3,9,0,1071.253175,5.743849087,1,,0
1066,63,Female,164587,11,Mumbai,Good product,4,8,,13715.58333,Senior,0,Very High,,4.453665126,D,Tier 1,,1,807.9573994,4.700942285,0,0.91251261,0
1067,56,Female,,31,Bangalore,Could be better,2,16,2,870.875,Middle-Aged,0,Low,49.6,9.404301475,A,Tier 1,15,,2860.30182,1.289003161,0,,0
1068,21,Male,169805,3,Chennai,Average quality,9,4,4,42451.25,,0,Very High,1.2,4.157544083,A,Tier 2,15,0,116.8459693,3.63329346,1,0.667014899,0
1070,66,,101685,76,Chennai,Not satisfied,2,4,,1320.584416,Senior,1,High,30.4,3.003263534,C,Tier 1,13,1,3559.425464,8.885827369,0,,0
1071,51,Male,126311,21,Chennai,Not satisfied,8,15,1,5741.409091,Middle-Aged,0,High,31.5,7.831498687,D,Tier 2,13,1,745.7058326,3.640125139,1,0.895061104,0
1072,66,Other,148023,71,Delhi,Not satisfied,9,8,3,,Senior,1,High,56.8,1.404941173,D,Tier 1,13,1,882.2409151,7.494356538,1,0.344663275,1
1073,24,Male,108177,28,Chennai,Excellent,3,18,2,3730.241379,Youth,0,High,50.4,5.599261588,A,Tier 1,9,1,2449.269577,3.890812138,0,0.955367281,1
1075,49,Female,100280,23,Chennai,Good product,5,,4,4178.333333,Middle-Aged,0,High,9.2,5.321864869,A,Tier 1,12,0,1036.163939,9.928643954,0,0.052266636,0
1077,42,Male,62771,47,Chennai,Good product,1,15,5,1307.729167,Middle-Aged,0,Medium,70.5,7.633167728,D,Tier 1,12,1,2105.073718,7.023640825,0,0.550121197,0
1078,55,Female,23228,63,Delhi,,1,17,4,362.9375,Middle-Aged,0,Low,107.1,3.481953529,C,Tier 2,8,1,2946.125561,9.606980799,0,0.862289575,0
1080,21,Other,96102,95,Delhi,Average quality,9,8,5,1001.0625,,1,Medium,76,2.471965402,A,Tier 1,15,1,4107.248436,2.839585093,1,0.69515751,0
1082,59,Male,51315,10,Bangalore,Average quality,7,6,3,4665,Middle-Aged,0,Medium,6,8.963730068,A,Tier 1,15,0,300.1986602,5.742471025,1,0.993692175,0
1083,,Male,151870,18,Kolkata,Average quality,8,19,5,7993.157895,Senior,0,Very High,34.2,2.430347952,A,Tier 2,15,,415.974954,4.77170677,1,0.784746646,1
1084,48,,152314,67,Chennai,Excellent,,6,3,2239.911765,Middle-Aged,0,Very High,40.2,,D,Tier 2,9,1,,9.96202803,1,0.070231565,1
1086,34,Male,90400,60,,Could be better,9,8,1,1481.967213,Adult,0,Medium,48,8.273903029,B,Tier 2,15,0,,5.885941891,1,0.748799105,0
1087,46,Female,107924,43,Mumbai,Very bad,,12,5,2452.818182,Middle-Aged,0,High,51.6,3.862280657,A,Tier 1,8,,1216.413386,4.311447505,1,0.48098256,0
1088,67,Male,42912,,Delhi,Very bad,3,8,1,596,Senior,1,Low,,5.254989811,A,Tier 2,8,1,3138.89617,3.143071012,0,0.377091838,0
1089,41,Other,35366,33,Mumbai,Very bad,2,2,4,1040.176471,Middle-Aged,,,6.6,,D,Tier 2,8,1,2075.253073,4.143090618,0,0.542256729,0
1093,30,Female,149863,8,Bangalore,Very bad,4,19,4,16651.44444,Adult,0,High,15.2,2.227510357,,Tier 3,8,0,507.5540713,,0,0.800829258,0
1094,33,Other,163029,15,Mumbai,Good product,3,18,3,10189.3125,Adult,0,Very High,27,3.306183663,C,Tier 3,12,1,1023.514923,2.122687703,0,,0
1096,25,Male,190062,52,Bangalore,Excellent,2,19,4,3586.075472,Youth,0,Very High,98.8,6.958086082,B,Tier 1,9,,1664.318103,3.722698833,0,0.657622594,0
1097,68,,65641,85,Chennai,,3,8,5,763.2674419,Senior,1,,68,6.795708393,C,Tier 2,9,1,1335.81684,9.925800846,0,0.361216619,0
1098,27,Male,123463,91,Mumbai,Average quality,8,7,2,1341.98913,Adult,1,High,63.7,,D,Tier 1,,1,1946.337075,5.507443381,1,0.476670496,0
1099,38,Other,71482,23,Bangalore,Very bad,1,3,2,,Adult,0,Medium,6.9,5.559123809,D,Tier 2,8,0,1443.312767,9.819827257,0,0.007127503,0
1100,,Male,163737,28,Bangalore,,1,8,4,5646.103448,Youth,0,Very High,22.4,,A,Tier 3,15,1,2116.178317,,0,0.80477501,0
1102,47,Other,105936,33,Kolkata,Not satisfied,2,1,1,3115.764706,Middle-Aged,0,High,3.3,5.965992445,B,Tier 3,13,1,2022.094148,6.315807259,0,0.682154829,0
1105,59,Male,40039,31,Mumbai,Loved it,,1,2,1251.21875,Middle-Aged,0,Low,3.1,7.446771839,D,Tier 1,8,0,2358.894499,3.650162176,0,0.63137408,1
1108,29,Other,175917,61,Delhi,Average quality,3,16,4,2837.370968,,0,Very High,97.6,6.597562148,C,Tier 2,15,0,,9.844434929,0,0.503158153,0
1109,29,Other,23626,16,Mumbai,Very bad,5,8,3,1389.764706,Adult,0,Low,12.8,2.609500251,B,Tier 3,8,0,,4.825596971,0,0.366879563,0
1110,46,Other,157521,70,Bangalore,Good product,7,3,4,2218.605634,Middle-Aged,0,Very High,,1.323356186,D,Tier 1,12,0,891.5382768,,1,0.018275515,0
1112,55,Female,133451,18,Chennai,Loved it,4,17,,7023.736842,Middle-Aged,0,High,30.6,9.806618211,A,Tier 2,8,1,544.1962204,5.465380954,0,0.932733071,0
1113,39,Female,,54,,Could be better,4,10,2,1009.218182,Adult,0,Medium,54,7.977999039,C,Tier 3,15,1,2773.326847,4.783923052,0,0.508812756,0
1116,62,Male,142784,35,Kolkata,Average quality,3,12,1,3966.222222,Senior,0,High,42,2.022903722,A,Tier 2,15,0,2232.071871,3.763377329,0,0.519714291,0
1119,68,Other,76030,33,Mumbai,Loved it,2,13,4,2236.176471,,0,Medium,42.9,5.802300454,A,Tier 3,8,1,,9.113226952,0,0.958122945,1
1120,38,Male,40659,61,Kolkata,Loved it,4,2,5,655.7903226,Adult,,Low,12.2,7.883757885,B,Tier 2,8,0,1952.631935,3.196364805,0,0.048971384,0
1121,36,Other,127044,,Chennai,Excellent,8,5,4,1270.44,Adult,1,High,,8.478127031,D,Tier 2,9,,3267.772268,5.276583756,1,,1
1122,21,Other,20727,32,Bangalore,Not satisfied,7,3,1,628.0909091,Youth,0,Low,9.6,8.179341062,B,Tier 1,13,1,3019.827704,2.956139916,1,0.773242503,0
1123,66,Other,107245,10,Kolkata,,,2,2,9749.545455,Senior,0,High,,4.878779723,B,Tier 2,12,1,866.0745732,8.845826768,1,0.745413734,1
1124,23,Other,196318,20,Chennai,Not satisfied,9,11,4,9348.47619,Youth,0,Very High,22,1.257491292,D,Tier 1,13,1,540.1553625,3.453337504,,0.298788539,0
1127,48,Male,157080,39,Delhi,Good product,2,16,3,3927,Middle-Aged,0,Very High,62.4,5.049062704,,,12,1,3377.894403,2.305202205,0,0.899127101,0
1128,40,Male,152624,83,Kolkata,Loved it,5,,1,1816.952381,Adult,,Very High,49.8,4.67630678,A,Tier 3,8,1,6466.277284,5.154264992,0,0.295352406,1
1130,,Other,81957,7,Mumbai,Not satisfied,1,14,2,10244.625,Adult,0,Medium,9.8,9.413756148,C,,13,1,284.5100145,6.951989446,0,0.911765106,1
1131,29,Male,86323,81,Mumbai,Could be better,1,14,5,1052.719512,Adult,,Medium,113.4,5.622321487,D,,15,0,1716.41362,3.64942323,0,0.277983229,0
1132,55,,55929,82,Kolkata,,2,9,4,673.8433735,Middle-Aged,1,Medium,73.8,9.127473987,B,Tier 3,15,1,2237.706713,2.929110041,0,0.316994226,1
1133,59,Male,105657,26,Chennai,Average quality,2,7,3,3913.222222,Middle-Aged,0,High,18.2,6.153538529,D,Tier 1,15,0,941.1854789,8.649453797,0,0.151733173,0
1136,24,Female,69178,18,Bangalore,Very bad,6,15,3,3640.947368,Youth,,Medium,27,,C,,8,0,1424.670783,5.209628383,1,0.922646241,0
1137,51,Male,91537,39,Chennai,Excellent,5,8,2,2288.425,Middle-Aged,0,,31.2,7.912732663,,Tier 3,9,1,1582.490097,6.21643859,0,0.183971761,0
1138,,Other,37558,21,Kolkata,Excellent,9,16,3,1707.181818,Adult,0,Low,33.6,7.801373141,B,Tier 1,9,1,826.3507593,6.623294401,1,0.32619918,0
1139,20,Other,132260,9,Mumbai,Not satisfied,6,,1,13226,Youth,0,High,,2.725212172,D,Tier 1,13,1,,2.567818303,1,0.943503603,0
1140,54,Male,35479,91,Mumbai,Average quality,9,4,4,385.6413043,Middle-Aged,1,Low,36.4,1.767247676,B,Tier 2,15,0,8345.390494,9.206924175,1,0.221819573,1
1141,57,Male,113122,,Mumbai,Average quality,4,14,1,1414.025,Middle-Aged,1,High,110.6,7.53162859,B,Tier 2,15,0,4642.877124,,0,0.926370449,0
1142,19,Male,115965,54,Delhi,Good product,6,9,2,,Youth,0,High,48.6,7.063614347,A,Tier 3,,1,1879.201263,7.624618228,1,0.801747869,1
1143,64,Female,47043,79,Bangalore,Good product,4,,3,588.0375,Senior,1,,55.3,5.138609665,,Tier 2,12,,4950.930464,9.974039245,0,,0
1144,,Male,141631,67,Delhi,Could be better,5,13,1,2082.808824,,0,High,87.1,,B,Tier 2,15,0,4862.954449,6.016704919,0,,0
1145,58,Male,34457,83,Mumbai,Not satisfied,7,7,2,410.202381,Middle-Aged,1,Low,58.1,6.470848099,B,Tier 1,,1,3866.418301,7.828668019,1,0.027018418,0
1146,25,Female,124234,49,Bangalore,Excellent,,8,3,2484.68,Youth,0,High,39.2,4.004574671,B,Tier 3,9,1,4066.86189,9.640403571,,,0
1148,43,Female,,,,Could be better,6,4,1,2170.078947,Middle-Aged,1,Very High,30,8.50805941,C,Tier 1,15,,2590.423026,5.264085153,1,0.676965485,0
1149,37,Other,,64,Kolkata,Excellent,8,8,2,2936.169231,Adult,0,Very High,,7.599346533,D,Tier 1,9,1,2211.250071,,1,0.465242563,0
1150,31,Other,62025,96,Chennai,Average quality,5,5,3,639.4329897,Adult,1,Medium,48,7.925891914,B,Tier 1,15,1,3490.583331,4.225109578,,0.783213384,0
1151,47,Other,88367,4,Chennai,Very bad,9,14,3,17673.4,Middle-Aged,,Medium,,8.154365657,B,Tier 3,8,0,363.3982369,1.660769417,1,0.151508711,0
1153,31,Other,40008,18,Mumbai,Average quality,9,16,4,,,0,Low,28.8,3.882327981,B,,15,1,,7.257724396,1,0.541730429,0
1154,46,,51601,13,Chennai,Average quality,1,3,5,3685.785714,Middle-Aged,0,Medium,3.9,5.146303943,D,Tier 2,15,1,201.4024224,6.43441035,,,0
1155,24,Male,183402,31,Chennai,Not satisfied,9,,4,5731.3125,Youth,0,Very High,40.3,1.070275602,A,Tier 2,13,1,1964.769528,8.85591382,1,0.92944399,0
1156,49,Other,113109,14,Bangalore,Excellent,8,14,2,7540.6,Middle-Aged,0,High,19.6,1.258937354,D,Tier 1,9,1,1158.760169,1.104158858,1,0.753350024,0
1157,,Male,25636,52,Mumbai,Not satisfied,8,17,5,483.6981132,Youth,0,Low,88.4,8.33684753,B,Tier 1,13,0,694.363746,1.236609819,1,0.733567523,0
1158,,Other,98572,9,Chennai,Excellent,4,8,4,9857.2,Middle-Aged,0,Medium,7.2,9.280463562,C,Tier 1,9,0,417.3726954,2.686490201,0,0.412418105,0
1159,67,Female,132224,12,Kolkata,Loved it,9,,,10171.07692,Senior,0,High,18,9.338429947,,,8,1,478.8179752,6.967640007,1,0.31232063,1
1161,20,,63539,4,Mumbai,Not satisfied,1,5,4,12707.8,Youth,0,Medium,2,4.712339793,D,Tier 3,13,0,285.1518722,9.443436045,0,,0
1163,27,Male,54980,39,Bangalore,Good product,7,3,1,,Adult,,,11.7,1.280461179,A,Tier 1,12,0,2114.334029,3.443152455,1,0.916083986,0
1164,28,Male,126410,40,Bangalore,Average quality,8,14,4,3083.170732,Adult,0,High,56,4.484092051,D,Tier 2,15,0,2096.083546,9.616739379,1,0.699794282,0
1165,44,Female,89603,21,Bangalore,Could be better,6,18,2,4072.863636,Middle-Aged,0,Medium,37.8,2.248641201,C,Tier 3,15,0,1330.798273,1.38730765,1,0.864141676,0
1166,45,Male,25972,78,Bangalore,Excellent,1,4,5,328.7594937,Middle-Aged,1,Low,31.2,8.234059407,D,Tier 1,,1,5909.843356,,0,0.252569729,1
1167,47,Other,181771,28,Delhi,Excellent,6,5,1,6267.965517,Middle-Aged,0,Very High,14,1.356988687,C,Tier 3,9,0,2101.004605,6.033322117,,0.142208595,1
1168,22,,31221,94,Delhi,Could be better,7,7,,328.6421053,Youth,1,Low,65.8,5.660093534,D,Tier 2,15,1,1750.174947,3.699749609,1,0.330295623,0
1169,56,Other,151778,3,Kolkata,Very bad,8,8,5,37944.5,Middle-Aged,0,Very High,2.4,3.297304174,A,Tier 1,8,1,77.24072277,6.983523157,1,0.957464507,1
1170,20,,52332,15,Bangalore,Not satisfied,6,4,5,3270.75,Youth,0,Medium,6,3.119449562,B,Tier 1,13,1,935.5357697,8.018465556,1,,1
1171,30,Other,122795,69,Kolkata,Very bad,2,1,2,1754.214286,Adult,0,High,6.9,8.228728627,,Tier 1,8,0,2392.6419,9.087436569,0,0.780864056,1
1172,63,Female,44466,6,Chennai,Very bad,7,3,2,6352.285714,Senior,0,Low,1.8,8.914718575,D,Tier 2,8,0,189.377314,6.066820545,1,0.872986136,0
1173,60,Other,,29,Delhi,Very bad,,2,3,6194.566667,Middle-Aged,,Very High,5.8,7.695945106,C,Tier 2,8,1,,6.455509312,0,0.326261195,0
1175,34,Female,67588,62,,Good product,1,16,5,1072.825397,Adult,0,,99.2,7.728096108,A,Tier 2,12,1,2745.701964,2.216474288,0,0.40563945,0
1176,40,Female,77894,16,Bangalore,Average quality,8,1,2,4582,,0,Medium,1.6,3.090778987,D,Tier 1,,1,900.2510749,6.779475898,1,0.80433024,0
1177,65,Female,170713,37,,Could be better,4,16,2,4492.447368,Senior,0,Very High,59.2,4.274816146,B,Tier 2,15,1,940.4814603,,0,0.641324441,0
1181,53,Male,,82,Chennai,Good product,5,4,1,2063.674699,Middle-Aged,1,Very High,32.8,9.919793396,,,,1,7045.504476,3.941147666,0,0.382116494,1
1182,48,Other,198130,33,Mumbai,Excellent,5,13,2,5827.352941,Middle-Aged,0,Very High,42.9,,A,Tier 1,,1,2423.186885,9.188685581,0,0.237601534,1
1183,47,Female,47867,17,Bangalore,Average quality,6,9,1,,Middle-Aged,0,Low,15.3,1.769875005,C,Tier 2,15,0,977.389294,4.761641342,,0.915751739,0
1184,67,Female,147732,61,Delhi,Could be better,9,12,2,2382.774194,Senior,0,High,73.2,6.996367236,,Tier 1,15,0,3021.92446,3.48510505,,0.029834514,1
1185,,Other,,17,Kolkata,,5,2,4,9347,Senior,0,Very High,3.4,6.63630473,,Tier 2,,1,1679.850564,7.447598653,0,0.145297354,0
1186,23,Male,55757,29,Mumbai,Excellent,6,2,3,1858.566667,Youth,0,Medium,5.8,6.535133725,A,Tier 3,9,0,473.526307,7.425351534,1,0.063636834,0
1187,43,Other,133793,5,Mumbai,Loved it,2,1,5,22298.83333,Middle-Aged,0,High,0.5,3.019405005,D,Tier 3,8,1,,2.28904802,0,0.702023388,1
1189,21,Other,55450,19,Chennai,Average quality,2,10,3,2772.5,Youth,0,Medium,19,7.8648833,A,Tier 1,15,0,1315.694502,2.993453671,0,0.465145522,0
1190,62,Male,,21,Kolkata,Not satisfied,8,4,2,3545.818182,Senior,0,Medium,8.4,1.016469524,C,,13,1,,,1,0.198107665,0
1192,53,Male,66501,30,Kolkata,Excellent,7,13,4,2145.193548,Middle-Aged,0,Medium,39,2.304928378,A,Tier 1,9,1,2949.185874,2.335468271,1,0.522161696,1
1194,64,Male,190457,65,Chennai,,4,2,5,2885.712121,Senior,0,Very High,,1.762247904,,Tier 1,,1,5291.203003,6.388032318,0,0.181439833,0
1195,33,Other,162429,41,Mumbai,Excellent,2,,1,,Adult,0,Very High,65.6,8.5149552,D,Tier 1,9,0,,6.164822952,0,0.982917116,0
1196,20,,166702,3,Chennai,Could be better,5,11,4,41675.5,Youth,0,Very High,3.3,1.808374181,A,Tier 2,15,0,192.9478462,4.561319304,0,0.548458142,0
1198,48,Other,,,,Excellent,9,16,4,1082.445946,Middle-Aged,1,Medium,116.8,3.951834027,D,Tier 1,9,,3655.424085,3.844963496,1,0.628222232,0
1199,,Male,143199,,Chennai,Excellent,5,2,3,3182.2,Middle-Aged,0,High,8.8,5.251227582,B,Tier 3,9,0,2650.867079,6.368281115,,0.770413987,1
1200,52,Other,174961,86,Chennai,Loved it,8,9,1,2011.045977,Middle-Aged,1,Very High,77.4,1.998385689,D,Tier 3,8,1,6716.31498,,1,0.396390352,1
1202,57,Other,116952,71,,Loved it,1,11,5,1624.333333,Middle-Aged,1,High,78.1,2.365214042,A,Tier 1,8,1,7042.056521,9.089867446,0,0.2675672,0
1203,,Male,67636,61,,Average quality,7,,4,1090.903226,Adult,0,Medium,12.2,3.11435437,,Tier 2,15,1,5638.980101,2.184449945,1,,0
1204,48,Male,,43,Kolkata,Not satisfied,2,15,,2014.068182,Middle-Aged,0,Medium,64.5,1.585353694,A,Tier 3,13,1,1318.600594,5.001636373,0,0.470842952,0
1206,32,Other,,62,Delhi,Could be better,6,11,2,2411.888889,Adult,0,Very High,68.2,3.141599243,C,Tier 1,15,1,697.2698061,3.402568068,1,0.187396446,0
1207,59,Male,141361,63,Chennai,Excellent,3,6,5,,Middle-Aged,0,High,37.8,4.483128394,B,Tier 2,9,1,2377.873907,3.030222225,0,0.41659311,0
1208,52,Other,58871,99,Delhi,Average quality,7,10,3,588.71,Middle-Aged,,Medium,99,5.656088853,A,Tier 1,15,1,4878.263942,,1,0.715784303,1
1210,53,Other,91695,20,Chennai,Good product,1,13,4,4366.428571,Middle-Aged,0,Medium,26,7.747717228,B,Tier 1,12,0,1986.437142,4.161028639,0,0.736965555,1
1213,27,Other,133204,28,Bangalore,Could be better,3,7,1,4593.241379,,0,High,19.6,1.252169661,,Tier 2,,,1783.042886,,,0.506024644,0
1214,38,Female,197926,22,Kolkata,Could be better,6,11,4,8605.478261,Adult,,Very High,24.2,2.972798231,D,Tier 3,15,1,1806.254642,2.241016997,1,0.146015215,0
1215,,Other,89521,92,Mumbai,Not satisfied,,7,4,962.5913978,Senior,1,,64.4,2.456294461,,Tier 3,13,0,6358.196451,8.683867037,1,0.685981359,0
1216,30,Male,52966,44,Kolkata,Very bad,7,18,3,1177.022222,,0,Medium,79.2,1.069037194,C,Tier 3,8,0,1679.704481,3.941195543,1,0.81256271,1
1218,20,Female,171770,,Chennai,Could be better,4,14,5,4294.25,Youth,0,Very High,54.6,,A,Tier 1,,1,884.1229745,9.683865511,0,0.177702364,0
1219,,Female,83656,,Kolkata,Could be better,7,19,2,3637.217391,Middle-Aged,,Medium,41.8,8.340589277,D,Tier 3,15,1,1365.62101,6.081068271,1,0.963278317,1
1220,19,Other,60096,62,Kolkata,Excellent,9,1,3,953.9047619,Youth,0,Medium,6.2,4.371216462,C,Tier 2,9,0,2466.692043,1.612441495,1,0.705506054,1
1224,33,Male,76321,61,Chennai,Very bad,6,6,5,1230.983871,Adult,0,Medium,36.6,6.828432952,C,Tier 3,8,0,1579.009206,7.928952472,1,0.383681522,0
1225,,Other,157152,64,Mumbai,Excellent,5,15,1,2417.723077,Middle-Aged,0,Very High,96,2.029786121,,Tier 3,9,,4852.990417,8.262281382,0,0.692587002,1
1228,21,Other,20363,95,Mumbai,Excellent,7,7,1,,Youth,1,Low,66.5,4.278964463,C,Tier 1,9,0,3372.23948,3.794830978,,0.239029883,0
